make,model,year,price_usd,total_price,mileage,engine_,transmission,fuel_type,drive_type,color,Country,landing_cost,import_duty,excise_duty,vat,rdl,idf,total_cost
TOYOTA,PASSO,2020,"3,750",5187.00,"99,000","1,000",AT,PETROL,2WD,WHITE,JAPAN,,0,0,0,0,0,250000
TOYOTA,PASSO,2020,"3,750",5187.00,"97,000","1,000",AT,PETROL,2WD,WHITE,JAPAN,,0,0,0,0,0,250000
TOYOTA,PASSO,2019,"3,550",4985.00,"113,000","1,000",AT,PETROL,2WD,PEARL,JAPAN,,0,0,0,0,0,250000
TOYOTA,PASSO,2019,"3,600",5036.00,"100,000","1,000",AT,PETROL,2WD,PEARL,JAPAN,,0,0,0,0,0,250000
TOYOTA,PASSO,2019,"3,800",5238.00,"20,000","1,000",AT,PETROL,2WD,WINE,JAPAN,,0,0,0,0,0,250000
TOYOTA,PASSO,2018,"3,100",4531.00,"88,000","1,000",AT,PETROL,2WD,BLACK,JAPAN,,0,0,0,0,0,250000
TOYOTA,PASSO,2018,"3,100",4531.00,"73,000","1,000",AT,PETROL,2WD,BLUE(L),JAPAN,,0,0,0,0,0,250000
TOYOTA,YARIS,2021,"11,830",13576.00,"12,000","1,500",AT,PETROL,2WD,GOLD,JAPAN,,0,0,0,0,0,250000
TOYOTA,ESQUIRE,2019,"11,170",13239.00,"76,000","2,000",AT,PETROL,2WD,WINE RED,JAPAN,,0,0,0,0,0,250000
TOYOTA,YARIS,2021,"11,500",13242.00,"67,000","1,500",AT,PETROL,2WD,RED,JAPAN,,0,0,0,0,0,250000
HONDA,FIT,2021,"5,800",7364.00,"122,000","1,300",AT,PETROL,2WD,WHITE,JAPAN,,0,0,0,0,0,250000
NISSAN,KICKS,2022,"8,300",10106.00,"105,000","1,200",AT,HYBRID(PETROL),2WD,BLUE(D),JAPAN,,0,0,0,0,0,250000
SUBARU,FORESTER,2019,"11,500",13575.00,"74,000","2,000",AT,HYBRID(PETROL),4WD,BLUE,JAPAN,,0,0,0,0,0,250000
NISSAN,DAYZ,2019,"2,750",4076.00,"145,000",660,AT,PETROL,4WD,GRAY,JAPAN,,0,0,0,0,0,250000
TOYOTA,DYNA,2019,"12,200",15684.00,"261,000","4,000",MT,DIESEL,2WD,WHITE,JAPAN,,0,0,0,0,0,250000
TOYOTA,COROLLA,2021,"7,740",9328.00,"93,000","1,500",AT,HYBRID(PETROL),2WD,SILVER,JAPAN,,0,0,0,0,0,250000
SUZUKI,ALTO,2019,"2,440",3659.00,"90,000",660,AT,PETROL,2WD,WHITE,JAPAN,,0,0,0,0,0,250000
TOYOTA,COROLLA,2019,"6,800",8480.00,"80,000","1,500",AT,HYBRID(PETROL),2WD,SILVER,JAPAN,,0,0,0,0,0,250000
TOYOTA,VITZ,2019,"4,540",5988.00,"175,000","1,500",AT,HYBRID(PETROL),2WD,WHITE,JAPAN,,0,0,0,0,0,250000
SUZUKI,ALTO,2020,"2,340",3559.00,"76,000",660,AT,PETROL,2WD,WHITE,JAPAN,,0,0,0,0,0,250000
TOYOTA,VITZ,2019,"6,300",7766.00,"80,000","1,300",AT,PETROL,2WD,WHITE,JAPAN,,0,0,0,0,0,250000
TOYOTA,VITZ,2019,"6,540",8009.00,"91,000","1,300",AT,PETROL,2WD,SILVER,JAPAN,,0,0,0,0,0,250000
DAIHATSU,MIRA,2018,"2,000",3219.00,"146,000",660,AT,PETROL,2WD,SILVER,JAPAN,,0,0,0,0,0,250000
TOYOTA,AQUA,2018,"3,920",5361.00,"120,000","1,500",AT,HYBRID(PETROL),2WD,WHITE,JAPAN,,0,0,0,0,0,250000
TOYOTA,HIACE,2018,"10,200",12368.00,"164,000","2,800",AT,DIESEL,2WD,SILVER,JAPAN,,0,0,0,0,0,250000
MAZDA,CX8,2018,"7,950",10080.00,"97,000","2,200",AT,DIESEL,2WD,BLUE(D),JAPAN,,0,0,0,0,0,250000
TOYOTA,C-HR,2018,"9,230",10947.00,"85,000","1,800",AT,HYBRID(PETROL),2WD,BLACK,JAPAN,,0,0,0,0,0,250000
TOYOTA,COROLLA,2019,"7,640",9227.00,"80,000","1,500",AT,HYBRID(PETROL),2WD,SILVER,JAPAN,,0,0,0,0,0,250000
HONDA,NWGN,2018,"2,190",3509.00,"91,000",660,AT,PETROL,4WD,SILVER,JAPAN,,0,0,0,0,0,250000
NISSAN,NV200VANETTE,2019,"5,400",7278.00,"226,000","1,600",AT,PETROL,2WD,WHITE,JAPAN,,0,0,0,0,0,250000
TOYOTA,RAIZE,2021,"8,700",10300.00,"124,000","1,000",AT,PETROL,2WD,SILVER,JAPAN,,0,0,0,0,0,250000
HONDA,SHUTTLE,2021,"5,990",7662.00,"99,000","1,500",AT,HYBRID(PETROL),2WD,SILVER,JAPAN,,0,0,0,0,0,250000
TOYOTA,REGIUSACE,2018,"9,690",11850.00,"211,000","2,800",AT,DIESEL,4WD,WHITE,JAPAN,,0,0,0,0,0,250000
TOYOTA,HIACE,2022,"12,500",14706.00,"94,000","2,000",AT,PETROL,2WD,WHITE,JAPAN,,0,0,0,0,0,250000
HONDA,CRV,2020,"14,170",16284.00,"62,000","2,000",AT,HYBRID(PETROL),2WD,BLACK,JAPAN,,0,0,0,0,0,250000
NISSAN,DAYZ,2019,"2,950",4175.00,"30,000",650,AT,PETROL,2WD,SILVER,JAPAN,,0,0,0,0,0,250000
NISSAN,NV350CARAVAN,2020,"9,800",11962.00,"139,000","2,500",AT,DIESEL,4WD,WHITE,JAPAN,,0,0,0,0,0,250000
NISSAN,NV350CARAVAN,2018,"7,980",10112.00,"154,000","2,480",AT,DIESEL,2WD,SILVER,JAPAN,,0,0,0,0,0,250000
MAZDA,FAMILIA,2019,"5,550",7113.00,"53,000","1,500",AT,PETROL,2WD,SILVER,JAPAN,,0,0,0,0,0,250000
TOYOTA,PROBOX,2020,"5,660",7225.00,"172,000","1,500",AT,PETROL,2WD,WHITE,JAPAN,,0,0,0,0,0,250000
NISSAN,NOTE,2020,"3,370",4908.00,"39,000","1,200",AT,PETROL,2WD,BLACK,JAPAN,,0,0,0,0,0,250000
TOYOTA,TOWNACE,2021,"11,930",13904.00,"81,501","1,490",MT,PETROL,4WD,-,JAPAN,,0,0,0,0,0,250000
MITSUBISHI,CANTER,2024,"33,170",38943.00,622,"2,990",AT,DIESEL,2WD,-,JAPAN,,0,0,0,0,0,250000
TOYOTA,RAV4,2021,"17,200",19255.00,"100,000","2,000",-,PETROL,4WD,PEARL,JAPAN,,0,0,0,0,0,250000
SUZUKI,JIMNY,2024,"18,820",20419.00,"11,000","1,500",-,PETROL,4WD,WHITE,JAPAN,,0,0,0,0,0,250000
SUZUKI,JIMNY,2023,"18,630",20227.00,"8,000","1,500",-,PETROL,4WD,-,JAPAN,,0,0,0,0,0,250000
BMW,MINI,2019,"15,210",16762.00,"40,000","1,990",6MT,PETROL,2WD,-,JAPAN,,0,0,0,0,0,250000
TOYOTA,HIACE,2023,"34,150",38323.00,"17,000","2,800",AT,DIESEL,2WD,PEARL,JAPAN,,0,0,0,0,0,250000
TOYOTA,HARRIER,2021,"27,730",29888.00,"33,000","2,500",-,HYBRID(PETROL),2WD,PEARL,JAPAN,,0,0,0,0,0,250000
TOYOTA,COROLLA,2023,"22,370",24357.00,"16,000","1,790",-,PETROL,2WD,PEARL,JAPAN,,0,0,0,0,0,250000
SUZUKI,ESCUDO,2020,"16,330",18134.00,"77,549","1,371",AT,PETROL,4WD,BROWN,JAPAN,,0,0,0,0,0,250000
TOYOTA,SIENTA,2018,"9,140",10855.00,"36,000","1,490",AT,PETROL,2WD,SILVER,JAPAN,,0,0,0,0,0,250000
TOYOTA,VELLFIRE,2020,"26,630",29153.00,"14,000","2,500",AT,PETROL,4WD,PEARL,JAPAN,,0,0,0,0,0,250000
BMW,X1,2023,"27,150",29254.00,"21,000","2,000",AT,PETROL,4WD,WHITE,JAPAN,,0,0,0,0,0,250000
TOYOTA,VELLFIRE,2018,"28,490",31013.00,"35,000","2,500",AT,PETROL,2WD,BLACK,JAPAN,,0,0,0,0,0,250000
NISSAN,XTRAIL,2022,"26,890",29048.00,"34,000","1,500",-,HYBRID(PETROL),4WD,-,JAPAN,,0,0,0,0,0,250000
TOYOTA,HARRIER,2021,"21,340",23501.00,"12,000","2,000",-,PETROL,2WD,-,JAPAN,,0,0,0,0,0,250000
TOYOTA,ALPHARD,2019,"26,820",29343.00,"44,000","2,500",AT,PETROL,2WD,PEARL,JAPAN,,0,0,0,0,0,250000
TOYOTA,HARRIER,2020,"18,240",20307.00,"24,000","2,500",-,HYBRID(PETROL),2WD,BLACK,JAPAN,,0,0,0,0,0,250000
NISSAN,FAIRLADY,2023,"30,400",32170.00,"1,000","2,997",6MT,PETROL,2WD,-,JAPAN,,0,0,0,0,0,250000
TOYOTA,COROLLA,2025,"23,980",26047.00,"5,000","1,800",-,HYBRID(PETROL),2WD,PEARL,JAPAN,,0,0,0,0,0,250000
MAZDA,ROADSTER,2024,"23,980",25489.00,"13,000","1,500",6MT,PETROL,2WD,GRAY,JAPAN,,0,0,0,0,0,250000
SUZUKI,XBEE,2018,"9,860",11470.00,"39,000","1,000",AT,HYBRID(PETROL),2WD,-,JAPAN,,0,0,0,0,0,250000
TOYOTA,ALPHARD,2018,"17,200",19657.00,"290,000","2,490",AT,PETROL,4WD,GRAY,JAPAN,,0,0,0,0,0,250000
TOYOTA,HIACE,2024,"27,490",29748.00,"32,000","2,754",AT,DIESEL,2WD,PEARL,JAPAN,,0,0,0,0,0,250000
TOYOTA,HILUX,2022,"29,710",32333.00,"20,000","2,400",-,DIESEL,4WD,WHITE,JAPAN,,0,0,0,0,0,250000
NISSAN,SERENA,2018,"12,820",15028.00,"8,000","1,997",AT,HYBRID(PETROL),2WD,SILVER,JAPAN,,0,0,0,0,0,250000
TOYOTA,ALPHARD,2025,"38,330",40853.00,"5,252","2,487",AT,PETROL,4WD,BLACK,JAPAN,,0,0,0,0,0,250000
HONDA,CRV,2020,"16,560",18709.00,"63,000","2,000",-,HYBRID(PETROL),2WD,BLACK,JAPAN,,0,0,0,0,0,250000
LEXUS,CT,2018,"13,150",14904.00,"64,000","1,790",-,PETROL,2WD,PEARL,JAPAN,,0,0,0,0,0,250000
NISSAN,CARAVAN,2025,"26,500",28758.00,"5,000","2,500",AT,DIESEL,2WD,GRAY,JAPAN,,0,0,0,0,0,250000
TOYOTA,SIENTA,2021,"10,750",12486.00,"54,000","1,500",AT,HYBRID(PETROL),2WD,PEARL,JAPAN,,0,0,0,0,0,250000
TOYOTA,RAV4,2020,"15,910",18050.00,"107,000","2,000",-,PETROL,4WD,PEARL,JAPAN,,0,0,0,0,0,250000
TOYOTA,PRIUS,2023,"23,920",25696.00,"15,000","2,000",-,HYBRID(PETROL),2WD,BLACK,JAPAN,,0,0,0,0,0,250000
TOYOTA,CROWN,2019,"15,660",17571.00,"112,000","3,450",-,PETROL,2WD,BLACK,JAPAN,,0,0,0,0,0,250000
SUZUKI,SWIFT,2020,"11,210",12729.00,"62,000","1,400",6MT,PETROL,2WD,BLUE,JAPAN,,0,0,0,0,0,250000
TOYOTA,VITZ,2018,"6,750",8221.00,"18,000","1,300",-,PETROL,2WD,PEARL,JAPAN,,0,0,0,0,0,250000
TOYOTA,HIACE,2018,"15,980",18138.00,"167,000","2,754",AT,DIESEL,4WD,PEARL,JAPAN,,0,0,0,0,0,250000
TOYOTA,YARIS,2025,"17,530",19345.00,"19,000","1,500",-,PETROL,2WD,BLACK,JAPAN,,0,0,0,0,0,250000
TOYOTA,COROLLA,2019,"12,040",13781.00,"17,000","1,800",-,PETROL,2WD,PEARL,JAPAN,,0,0,0,0,0,250000
TOYOTA,HARRIER,2021,"20,500",22588.00,"20,000","1,986",-,PETROL,2WD,PEARL,JAPAN,,0,0,0,0,0,250000
SUZUKI,JIMNY,2025,"17,200",18782.00,"13,000","1,500",5MT,PETROL,4WD,GRAY,JAPAN,,0,0,0,0,0,250000
DAIHATSU,HIJET,2026,"8,430",9913.00,"1,000",660,AT,PETROL,2WD,SILVER,JAPAN,,0,0,0,0,0,250000
MAZDA,ROADSTER,2022,"18,620",20083.00,"12,000","1,490",-,PETROL,2WD,GOLD(D),JAPAN,,0,0,0,0,0,250000
SUBARU,FORESTER,2018,"11,150",13217.00,"88,000","1,990",-,HYBRID(PETROL),4WD,SILVER,JAPAN,,0,0,0,0,0,250000
TOYOTA,HIACE,2021,"23,870",26128.00,"60,000","2,754",AT,DIESEL,2WD,-,JAPAN,,0,0,0,0,0,250000
DAIHATSU,MOVE,2018,"7,400",8764.00,"57,000",650,AT,PETROL,2WD,BEIGE,JAPAN,,0,0,0,0,0,250000
TOYOTA,PRIUS,2020,"11,270",13010.00,"51,000","1,800",AT,HYBRID(PETROL),2WD,SILVER,JAPAN,,0,0,0,0,0,250000
TOYOTA,LAND,2022,"30,130",32553.00,"35,000","2,700",-,PETROL,4WD,PEARL,JAPAN,,0,0,0,0,0,250000
TOYOTA,COROLLA,2023,"23,980",26047.00,"24,000","1,790",-,PETROL,2WD,PEARL,JAPAN,,0,0,0,0,0,250000
HONDA,N,2019,"8,880",10263.00,"42,000",660,AT,PETROL,2WD,PEARL,JAPAN,,0,0,0,0,0,250000
HONDA,ACCORD,2022,"21,400",23378.00,"21,000","2,000",-,HYBRID(PETROL),2WD,PEARL,JAPAN,,0,0,0,0,0,250000
TOYOTA,LAND,2018,"22,040",24398.00,"61,000","2,700",-,PETROL,4WD,BLACK,JAPAN,,0,0,0,0,0,250000
TOYOTA,RAV4,2021,"20,310",22395.00,"67,000","2,000",-,PETROL,4WD,BLACK,JAPAN,,0,0,0,0,0,250000
TOYOTA,PRIUS,2020,"17,200",19017.00,"48,000","1,790",-,HYBRID(PETROL),2WD,PEARL,JAPAN,,0,0,0,0,0,250000
SUZUKI,JIMNY,2023,"17,980",19570.00,"21,000","1,500",-,PETROL,4WD,GREEN(D),JAPAN,,0,0,0,0,0,250000
MITSUBISHI,OUTLANDER,2023,"26,440",28698.00,"11,000","2,400",-,HYBRID(PETROL),4WD,GRAY,JAPAN,,0,0,0,0,0,250000
TOYOTA,AQUA,2018,"6,430",7897.00,"79,000","1,490",-,PETROL,2WD,WHITE,JAPAN,,0,0,0,0,0,250000
VOLKSWAGEN,GOLF,2019,"9,070",10886.00,"38,000","1,200",-,PETROL,2WD,BLACK,JAPAN,,0,0,0,0,0,250000
MERCEDES,GLA,2018,"13,100",14865.00,"13,395","1,600",AT,PETROL,-,WHITE,JAPAN,,0,0,0,0,0,250000
TOYOTA,RAV4,2023,"18,840",20911.00,"24,435","2,000",AT,PETROL,-,PEARL,JAPAN,,0,0,0,0,0,250000
HONDA,VEZEL,2021,"15,870",17775.00,"36,124","1,490",AT,PETROL,-,PEARL,JAPAN,,0,0,0,0,0,250000
MINI,MINI,2021,"17,280",18850.00,"21,427","2,000",AT,PETROL,-,BLUE,JAPAN,,0,0,0,0,0,250000
HONDA,VEZEL,2022,"15,550",17451.00,"25,351","1,500",AT,HYBRID(PETROL),-,PEARL,JAPAN,,0,0,0,0,0,250000
MINI,MINI,2022,"17,730",19304.00,"15,795","2,000",AT,PETROL,-,RED,JAPAN,,0,0,0,0,0,250000
TOYOTA,PROBOX,2019,"5,960",7527.00,"69,669","1,500",AT,HYBRID(PETROL),-,WHITE,JAPAN,,0,0,0,0,0,250000
NISSAN,KICKS,2021,"12,490",14349.00,"13,217","1,200",AT,HYBRID(PETROL),-,PEARL,JAPAN,,0,0,0,0,0,250000
TOYOTA,HIACE,2025,"38,220",42393.00,25,"2,700",AT,PETROL,4WD,YELLOW,JAPAN,,0,0,0,0,0,250000
MERCEDES,C,2022,"29,690",31648.00,"21,331","1,500",AT,PETROL,4WD,BLACK,JAPAN,,0,0,0,0,0,250000
NISSAN,NOTE,2019,"4,910",6465.00,"60,533","1,200",AT,PETROL,-,PEARL,JAPAN,,0,0,0,0,0,250000
TOYOTA,CROWN,2019,"19,470",21328.00,"59,760","2,500",AT,HYBRID(PETROL),-,PEARL,JAPAN,,0,0,0,0,0,250000
NISSAN,SERENA,2019,"7,090",9205.00,"92,541","2,000",AT,HYBRID(PETROL),-,SILVER,JAPAN,,0,0,0,0,0,250000
SUZUKI,JIMNY,2018,"9,100",10482.00,"47,600",660,MT,PETROL,4WD,GREEN,JAPAN,,0,0,0,0,0,250000
SUBARU,LEVORG,2021,"15,740",17652.00,"34,400","1,800",AT,PETROL,4WD,BLACK,JAPAN,,0,0,0,0,0,250000
BMW,3,2019,"18,930",20878.00,"31,000","2,000",AT,DIESEL,4WD,WHITE,JAPAN,,0,0,0,0,0,250000
TOYOTA,NOAH,2019,"11,290",13366.00,"89,117","2,000",AT,PETROL,4WD,SILVER,JAPAN,,0,0,0,0,0,250000
MITSUBISHI,ECLIPSE,2018,"16,390",18420.00,"72,715","1,500",AT,PETROL,4WD,BLACK,JAPAN,,0,0,0,0,0,250000
NISSAN,NV150,2020,"3,050",4687.00,"133,123","1,600",AT,PETROL,4WD,WHITE,JAPAN,,0,0,0,0,0,250000
DAIHATSU,HIJET,2020,"3,290",4722.00,"100,471",660,AT,PETROL,-,WHITE,JAPAN,,0,0,0,0,0,250000
MAZDA,CX5,2023,"19,260",21331.00,"20,340","2,200",AT,DIESEL,-,-,JAPAN,,0,0,0,0,0,250000
TOYOTA,YARIS,2025,"13,170",14932.00,"15,981","1,500",AT,PETROL,-,-,JAPAN,,0,0,0,0,0,250000
TOYOTA,ALPHARD,2023,"23,620",26078.00,"79,690","2,500",AT,PETROL,4WD,-,JAPAN,,0,0,0,0,0,250000
HONDA,FREED,2023,"18,260",20198.00,"19,880","1,500",AT,HYBRID(PETROL),-,PEARL,JAPAN,,0,0,0,0,0,250000
TOYOTA,ALPHARD,2023,"38,670",41193.00,"20,515","2,500",AT,PETROL,-,-,JAPAN,,0,0,0,0,0,250000
VOLVO,XC60,2019,"23,180",25368.00,"33,000","2,000",AT,DIESEL,4WD,WHITE,JAPAN,,0,0,0,0,0,250000
HONDA,STEPWAGON,2021,"20,060",22149.00,"175,940","1,500",AT,PETROL,4WD,BLUE,JAPAN,,0,0,0,0,0,250000
SUBARU,LEVORG,2020,"14,550",16446.00,"52,615","1,800",AT,PETROL,4WD,GRAY,JAPAN,,0,0,0,0,0,250000
NISSAN,NV200VANETTE,2024,"13,380",15378.00,"47,950","1,600",AT,PETROL,4WD,WHITE,JAPAN,,0,0,0,0,0,250000
SUBARU,CROSSTREK,2025,"19,520",21376.00,"4,133","2,000",AT,HYBRID(PETROL),-,BLUE,JAPAN,,0,0,0,0,0,250000
TOYOTA,RAV4,2019,"16,310",18465.00,"59,316","2,000",AT,PETROL,4WD,PEARL,JAPAN,,0,0,0,0,0,250000
SUZUKI,EVERY,2018,"2,400",3824.00,"208,520",660,AT,PETROL,-,WHITE,JAPAN,,0,0,0,0,0,250000
TOYOTA,TANK,2019,"8,550",10146.00,"22,630","1,000",AT,PETROL,-,PEARL,JAPAN,,0,0,0,0,0,250000
HONDA,WR-V,2025,"15,770",17681.00,210,"1,500",AT,PETROL,-,PEARL,JAPAN,,0,0,0,0,0,250000
MITSUBISHI,DELICA,2024,"12,680",14100.00,"3,893",660,AT,HYBRID(PETROL),-,-,JAPAN,,0,0,0,0,0,250000
SUBARU,LEVORG,2024,"15,560",17470.00,"40,368","1,800",AT,PETROL,4WD,-,JAPAN,,0,0,0,0,0,250000
HONDA,N,2023,"5,700",7054.00,"23,157",660,AT,PETROL,-,SILVER,JAPAN,,0,0,0,0,0,250000
TOYOTA,NOAH,2022,"21,940",24223.00,"42,430","1,800",AT,PETROL,-,-,JAPAN,,0,0,0,0,0,250000
NISSAN,XTRAIL,2021,"11,490",13569.00,"50,255","2,000",AT,PETROL,-,-,JAPAN,,0,0,0,0,0,250000
MAZDA,CX5,2019,"11,360",13429.00,"56,420","2,200",AT,DIESEL,-,BLACK,JAPAN,,0,0,0,0,0,250000
MINI,MINI,2020,"14,700",16254.00,"22,215","2,000",AT,PETROL,-,GREEN,JAPAN,,0,0,0,0,0,250000
HONDA,STEPWAGON,2023,"25,780",28038.00,"18,540","1,500",AT,PETROL,-,BLACK,JAPAN,,0,0,0,0,0,250000
TOYOTA,PASSO,2023,"8,970",10457.00,"46,720","1,000",AT,PETROL,4WD,PEARL,JAPAN,,0,0,0,0,0,250000
MITSUBISHI,ECLIPSE,2019,"16,460",18491.00,"51,465","1,500",AT,PETROL,4WD,WINE,JAPAN,,0,0,0,0,0,250000
HONDA,CIVIC,2020,"14,070",15842.00,"71,998","1,500",MT,PETROL,-,-,JAPAN,,0,0,0,0,0,250000
VOLVO,V60,2018,"9,630",11565.00,"72,200","2,000",AT,DIESEL,-,-,JAPAN,,0,0,0,0,0,250000
DAIHATSU,COPEN,2022,"12,100",13281.00,"17,550",660,MT,PETROL,-,GREEN,JAPAN,,0,0,0,0,0,250000
HONDA,N,2022,"8,800",10183.00,"56,850",660,AT,PETROL,-,-,JAPAN,,0,0,0,0,0,250000
MERCEDES,C,2024,"32,380",34338.00,"11,000","2,000",AT,HYBRID(PETROL),-,WHITE,JAPAN,,0,0,0,0,0,250000
HONDA,STEPWAGON,2018,"19,350",21431.00,"68,810","1,500",AT,PETROL,-,BLACK,JAPAN,,0,0,0,0,0,250000
HONDA,VEZEL,2022,"24,970",26927.00,"25,390","1,500",AT,PETROL,4WD,GRAY,JAPAN,,0,0,0,0,0,250000
MERCEDES,CLA,2020,"25,440",27521.00,"3,305","2,000",AT,DIESEL,4WD,BLACK,JAPAN,,0,0,0,0,0,250000
MITSUBISHI,OUTLANDER,2021,"14,520",16640.00,"8,255","2,400",AT,PETROL,4WD,GRAY,JAPAN,,0,0,0,0,0,250000
SUBARU,IMPREZA,2021,"8,580",10286.00,"53,003","1,600",AT,PETROL,4WD,BLACK,JAPAN,,0,0,0,0,0,250000
TOYOTA,HARRIER,2019,"16,310",18461.00,"48,677","2,000",AT,PETROL,-,BLACK,JAPAN,,0,0,0,0,0,250000
TOYOTA,VOXY,2024,"20,750",23019.00,"41,270","2,000",AT,PETROL,-,BLACK,JAPAN,,0,0,0,0,0,250000
SUBARU,FORESTER,2023,"24,090",26281.00,"36,200","2,000",AT,HYBRID(PETROL),4WD,PEARL,JAPAN,,0,0,0,0,0,250000
TOYOTA,ALPHARD,2021,"24,650",27173.00,"28,300","2,500",AT,PETROL,-,PEARL,JAPAN,,0,0,0,0,0,250000
VOLVO,XC60,2021,"19,700",21784.00,"58,100","2,000",AT,HYBRID(PETROL),4WD,BROWN,JAPAN,,0,0,0,0,0,250000
TOYOTA,PASSO,2021,"9,650",11144.00,"7,000","1,000",AT,PETROL,-,YELLOW,JAPAN,,0,0,0,0,0,250000
SUZUKI,JIMNY,2021,"12,820",14121.00,"28,953",660,AT,PETROL,4WD,-,JAPAN,,0,0,0,0,0,250000
DAIHATSU,HIJET,2018,"2,640",3964.00,"134,265",660,AT,PETROL,4WD,WHITE,JAPAN,,0,0,0,0,0,250000
BMW,X3,2025,"56,860",59183.00,"3,450","2,990",AT,PETROL,4WD,WHITE,JAPAN,,0,0,0,0,0,250000
NISSAN,CLIPPER,2025,"7,920",9399.00,28,660,MT,PETROL,-,SILVER,JAPAN,,0,0,0,0,0,250000
SUBARU,IMPREZA,2021,"10,520",12250.00,"39,145","1,600",AT,PETROL,4WD,PEARL,JAPAN,,0,0,0,0,0,250000
SUZUKI,JIMNY,2024,"13,270",14574.00,"30,109",660,AT,PETROL,4WD,BLACK,JAPAN,,0,0,0,0,0,250000
DAIHATSU,MOVE,2020,"6,550",7906.00,"31,982",660,AT,PETROL,-,-,JAPAN,,0,0,0,0,0,250000
TOYOTA,NOAH,2023,"24,910",27168.00,"30,022","1,800",AT,PETROL,-,PEARL,JAPAN,,0,0,0,0,0,250000
TOYOTA,RAV4,2021,"18,410",20477.00,"22,805","2,000",AT,PETROL,4WD,BLACK,JAPAN,,0,0,0,0,0,250000
CHRYSLER,JEEP,2020,"21,970",24328.00,"73,840","3,600",AT,PETROL,4WD,WHITE,JAPAN,,0,0,0,0,0,250000
MERCEDES,S,2022,"51,150",53373.00,"53,800","4,000",AT,HYBRID(PETROL),4WD,GRAY,JAPAN,,0,0,0,0,0,250000
MINI,MINI,2023,"15,600",17153.00,"33,115","1,500",AT,PETROL,-,GRAY,JAPAN,,0,0,0,0,0,250000
NISSAN,SERENA,2025,"24,620",26878.00,"6,850","1,400",AT,HYBRID(PETROL),-,-,JAPAN,,0,0,0,0,0,250000
MITSUBISHI,ECLIPSE,2019,"13,550",15541.00,"86,180","1,500",AT,PETROL,-,WINE,JAPAN,,0,0,0,0,0,250000
TOYOTA,CROWN,2021,"25,770",27748.00,"37,889","2,480",AT,PETROL,-,BLACK,JAPAN,,0,0,0,0,0,250000
HONDA,N,2021,"8,450",9829.00,"45,033",660,AT,PETROL,-,-,JAPAN,,0,0,0,0,0,250000
MERCEDES,GLC,2023,"40,270",42493.00,"12,080","2,000",AT,DIESEL,4WD,WHITE,JAPAN,,0,0,0,0,0,250000
TOYOTA,ALPHARD,2020,"19,260",21749.00,"106,777","2,500",AT,HYBRID(PETROL),4WD,YELLOW,JAPAN,,0,0,0,0,0,250000
MAZDA,MAZDA3,2023,"10,840",12572.00,"72,767","1,500",AT,PETROL,4WD,SILVER,JAPAN,,0,0,0,0,0,250000
HONDA,SHUTTLE,2021,"9,260",10973.00,"36,290","1,500",AT,PETROL,-,SILVER,JAPAN,,0,0,0,0,0,250000
HONDA,STEPWAGON,2022,"29,600",31923.00,"73,950","1,500",AT,PETROL,4WD,BLACK,JAPAN,,0,0,0,0,0,250000
VOLVO,XC40,2020,"12,750",14734.00,"68,400","2,000",AT,HYBRID(PETROL),4WD,BLUE,JAPAN,,0,0,0,0,0,250000
SUBARU,LEVORG,2021,"12,380",14247.00,"66,894","1,800",AT,PETROL,4WD,WHITE,JAPAN,,0,0,0,0,0,250000
TOYOTA,ALPHARD,2019,"15,420",17792.00,"64,247","2,500",AT,PETROL,-,PEARL,JAPAN,,0,0,0,0,0,250000
DAIHATSU,HIJET,2020,"4,910",6256.00,"58,424",660,AT,PETROL,-,WHITE,JAPAN,,0,0,0,0,0,250000
SUZUKI,SOLIO,2021,"10,370",11988.00,"38,642","1,200",AT,PETROL,-,-,JAPAN,,0,0,0,0,0,250000
AUDI,A4,2022,"18,260",20202.00,"32,911","2,000",AT,DIESEL,-,BLACK,JAPAN,,0,0,0,0,0,250000
SUBARU,WRX,2018,"18,110",20041.00,"42,099","2,000",AT,PETROL,4WD,BLUE,JAPAN,,0,0,0,0,0,250000
MAZDA,CX3,2024,"13,810",15580.00,"13,295","1,800",AT,DIESEL,-,BLACK,JAPAN,,0,0,0,0,0,250000
TOYOTA,LAND,2019,"23,440",25898.00,"69,100","2,700",AT,PETROL,4WD,PEARL,JAPAN,,0,0,0,0,0,250000
MAZDA,CX5,2022,"16,130",18269.00,"111,120","2,000",AT,PETROL,4WD,GRAY,JAPAN,,0,0,0,0,0,250000
DAIHATSU,HIJET,2020,"2,950",4379.00,"170,664",660,AT,PETROL,-,WHITE,JAPAN,,0,0,0,0,0,250000
NISSAN,SERENA,2018,"5,380",7467.00,"87,785","1,990",AT,PETROL,-,PEARL,JAPAN,,0,0,0,0,0,250000
SUZUKI,SOLIO,2025,"14,540",16207.00,"18,222","1,190",AT,PETROL,-,BLACK,JAPAN,,0,0,0,0,0,250000
VOLVO,XC40,2021,"14,820",16834.00,"79,600","2,000",AT,HYBRID(PETROL),4WD,WHITE,JAPAN,,0,0,0,0,0,250000
BMW,X3,2019,"16,200",18354.00,"58,675","2,000",AT,DIESEL,4WD,BLUE,JAPAN,,0,0,0,0,0,250000
MERCEDES,GLB,2021,"29,710",31933.00,"5,150","1,940",AT,DIESEL,-,BLUE,JAPAN,,0,0,0,0,0,250000
