make,model,year,price_usd,total_price,mileage,engine_,transmission,fuel_type,drive_type,color,Country,landing_cost,import_duty,excise_duty,vat,rdl,idf,total_cost
HONDA,VEZEL,2018,"8,100",9904.00,"141,000","1,500",AT,HYBRID(PETROL),2WD,BLACK,JAPAN,1307328,457564.8,352978.56,338859.4176,26146.56,45756.48,2778633.818
HONDA,N,2020,"1,980",3400.00,"199,000",660,AT,PETROL,4WD,WHITE,JAPAN,448800,157080,121176,116328.96,8976,15708,1118068.96
TOYOTA,TOWNACE,2022,"5,800",7579.00,"144,000","1,500",5MT,PETROL,2WD,WHITE,JAPAN,1000428,350149.8,270115.56,259310.9376,20008.56,35014.98,2185027.838
TOYOTA,YARIS,2021,"4,700",6149.00,"101,000","1,000",AT,PETROL,2WD,PEARL,JAPAN,811668,284083.8,219150.36,210384.3456,16233.36,28408.38,1819928.246
TOYOTA,YARIS,2021,"5,000",6453.00,"91,000","1,000",AT,PETROL,2WD,PEARL,JAPAN,851796,298128.6,229984.92,220785.5232,17035.92,29812.86,1897543.823
TOYOTA,YARIS,2021,"4,800",6250.00,"104,000","1,000",AT,PETROL,2WD,PEARL,JAPAN,825000,288750,222750,213840,16500,28875,1845715
TOYOTA,YARIS,2021,"5,100",6554.00,"75,000","1,000",AT,PETROL,2WD,PEARL,JAPAN,865128,302794.8,233584.56,224241.1776,17302.56,30279.48,1923330.578
TOYOTA,YARIS,2021,"4,800",6250.00,"105,000","1,000",AT,PETROL,2WD,PEARL,JAPAN,825000,288750,222750,213840,16500,28875,1845715
TOYOTA,YARIS,2021,"4,800",6250.00,"100,000","1,000",AT,PETROL,2WD,PEARL,JAPAN,825000,288750,222750,213840,16500,28875,1845715
TOYOTA,YARIS,2021,"4,700",6149.00,"95,000","1,000",AT,PETROL,2WD,PEARL,JAPAN,811668,284083.8,219150.36,210384.3456,16233.36,28408.38,1819928.246
TOYOTA,YARIS,2021,"4,600",6048.00,"121,000","1,000",AT,PETROL,2WD,PEARL,JAPAN,798336,279417.6,215550.72,206928.6912,15966.72,27941.76,1794141.491
TOYOTA,YARIS,2021,"4,900",6352.00,"97,000","1,000",AT,PETROL,2WD,PEARL,JAPAN,838464,293462.4,226385.28,217329.8688,16769.28,29346.24,1871757.069
TOYOTA,YARIS,2021,"4,800",6250.00,"118,000","1,000",AT,PETROL,2WD,PEARL,JAPAN,825000,288750,222750,213840,16500,28875,1845715
TOYOTA,SUCCEED,2018,"4,200",5748.00,"232,000","1,500",AT,PETROL,4WD,WHITE,JAPAN,758736,265557.6,204858.72,196664.3712,15174.72,26555.76,1717547.171
TOYOTA,PROBOX,2019,"4,800",6355.00,"172,000","1,300",AT,PETROL,2WD,WHITE,JAPAN,838860,293601,226492.2,217432.512,16777.2,29360.1,1872523.012
NISSAN,NV200VANETTE,2018,"5,000",6872.00,"140,000","1,600",AT,PETROL,2WD,WHITE,JAPAN,907104,317486.4,306147.6,244918.08,18142.08,31748.64,2075546.8
TOYOTA,HIACE,2020,"15,500",16223.00,"150,000","2,700",AT,PETROL,2WD,SILVER,JAPAN,2141436,749502.6,722734.65,578187.72,42828.72,74950.26,4559639.95
TOYOTA,COROLLA,2020,"6,250",7924.00,"110,000","1,500",AT,HYBRID(PETROL),2WD,SILVER,JAPAN,1045968,366088.8,282411.36,271114.9056,20919.36,36608.88,2273111.306
TOYOTA,COROLLA,2020,"6,200",7873.00,"110,000","1,500",AT,HYBRID(PETROL),2WD,WHITE,JAPAN,1039236,363732.6,280593.72,269369.9712,20784.72,36373.26,2260090.271
TOYOTA,RAV4,2019,"15,800",17940.00,"90,000","2,500",AT,HYBRID(PETROL),4WD,BLACK,JAPAN,2368080,828828,799227,639381.6,47361.6,82882.8,5015761
DAIHATSU,MIRA,2018,"2,050",3269.00,"61,000",660,AT,PETROL,2WD,WHITE,JAPAN,431508,151027.8,116507.16,111846.8736,8630.16,15102.78,1084622.774
TOYOTA,COROLLA,2018,"6,390",7963.00,"53,000","1,500",AT,PETROL,2WD,WHITE,JAPAN,1051116,367890.6,283801.32,272449.2672,21022.32,36789.06,2283068.567
MITSUBISHI,CANTER,2018,"7,460",9583.00,"291,000","2,990",DUONIC,DIESEL,2WD,WHITE,JAPAN,1264956,442734.6,426922.65,341538.12,25299.12,44273.46,2795723.95
TOYOTA,AQUA,2022,"6,950",8524.00,"77,000","1,500",AT,HYBRID(PETROL),2WD,SILVER,JAPAN,1125168,393808.8,303795.36,291643.5456,22503.36,39380.88,2426299.946
HONDA,FIT,2019,"5,700",7261.00,"58,000","1,500",AT,HYBRID(PETROL),2WD,BLUE(D),JAPAN,958452,335458.2,258782.04,248430.7584,19169.04,33545.82,2103837.858
TOYOTA,YARIS,2021,"4,800",6250.00,"114,000","1,000",AT,PETROL,2WD,PEARL,JAPAN,825000,288750,222750,213840,16500,28875,1845715
TOYOTA,YARIS,2021,"5,400",6857.00,"65,000","1,000",AT,PETROL,2WD,PEARL,JAPAN,905124,316793.4,244383.48,234608.1408,18102.48,31679.34,2000690.841
TOYOTA,YARIS,2021,"4,900",6352.00,"105,000","1,000",AT,PETROL,2WD,PEARL,JAPAN,838464,293462.4,226385.28,217329.8688,16769.28,29346.24,1871757.069
TOYOTA,YARIS,2021,"4,800",6250.00,"111,000","1,000",AT,PETROL,2WD,PEARL,JAPAN,825000,288750,222750,213840,16500,28875,1845715
TOYOTA,YARIS,2021,"4,900",6352.00,"110,000","1,000",AT,PETROL,2WD,PEARL,JAPAN,838464,293462.4,226385.28,217329.8688,16769.28,29346.24,1871757.069
TOYOTA,YARIS,2021,"4,900",6352.00,"90,000","1,000",AT,PETROL,2WD,PEARL,JAPAN,838464,293462.4,226385.28,217329.8688,16769.28,29346.24,1871757.069
TOYOTA,YARIS,2021,"4,900",6352.00,"107,000","1,000",AT,PETROL,2WD,PEARL,JAPAN,838464,293462.4,226385.28,217329.8688,16769.28,29346.24,1871757.069
TOYOTA,VITZ,2020,"5,200",6655.00,"74,000","1,000",AT,PETROL,2WD,PEARL,JAPAN,878460,307461,237184.2,227696.832,17569.2,30746.1,1949117.332
HONDA,FIT,2018,"5,000",6554.00,"74,000","1,500",AT,HYBRID(PETROL),2WD,WINE,JAPAN,865128,302794.8,233584.56,224241.1776,17302.56,30279.48,1923330.578
HONDA,FIT,2018,"5,200",6756.00,"73,000","1,500",AT,HYBRID(PETROL),2WD,GRAY(D),JAPAN,891792,312127.2,240783.84,231152.4864,17835.84,31212.72,1974904.086
MITSUBISHI,EK,2019,"2,770",4094.00,"72,000",660,AT,PETROL,2WD,WHITE,JAPAN,540408,189142.8,145910.16,140073.7536,10808.16,18914.28,1295257.154
SUZUKI,SWIFT,2022,"6,000",7462.00,"83,000","1,242",AT,PETROL,2WD,SILVER,JAPAN,984984,344744.4,265945.68,255307.8528,19699.68,34474.44,2155156.053
HONDA,SHUTTLE,2020,"5,290",6954.00,"118,000","1,500",AT,HYBRID(PETROL),2WD,WHITE,JAPAN,917928,321274.8,247840.56,237926.9376,18358.56,32127.48,2025456.338
MAZDA,DEMIO,2018,"3,550",5089.00,"207,000","1,300",AT,PETROL,2WD,SILVER,JAPAN,671748,235111.8,181371.96,174117.0816,13434.96,23511.18,1549294.982
TOYOTA,COROLLA,2019,"6,200",7771.00,"108,000","1,500",AT,HYBRID(PETROL),2WD,SILVER,JAPAN,1025772,359020.2,276958.44,265880.1024,20515.44,35902.02,2234048.202
NISSAN,NOTE,2020,"4,000",5545.00,"71,000","1,200",AT,PETROL,2WD,WHITE,JAPAN,731940,256179,197623.8,189718.848,14638.8,25617.9,1665718.348
SUZUKI,ALTO,2019,"2,500",3720.00,"83,000",660,AT,PETROL,2WD,SILVER,JAPAN,491040,171864,132580.8,127277.568,9820.8,17186.4,1199769.568
TOYOTA,YARIS,2021,"5,000",6453.00,"102,000","1,000",AT,PETROL,2WD,PEARL,JAPAN,851796,298128.6,229984.92,220785.5232,17035.92,29812.86,1897543.823
TOYOTA,VITZ,2019,"5,900",7362.00,"171,000","1,300",AT,PETROL,2WD,WHITE,JAPAN,971784,340124.4,262381.68,251886.4128,19435.68,34012.44,2129624.613
TOYOTA,VITZ,2019,"5,900",7362.00,"195,000","1,300",AT,PETROL,2WD,SILVER,JAPAN,971784,340124.4,262381.68,251886.4128,19435.68,34012.44,2129624.613
TOYOTA,TOWNACE,2021,"5,850",7630.00,"134,000","1,500",AT,PETROL,4WD,WHITE,JAPAN,1007160,352506,271933.2,261055.872,20143.2,35250.6,2198048.872
TOYOTA,SUCCEED,2018,"4,600",6153.00,"175,000","1,500",AT,PETROL,4WD,WHITE,JAPAN,812196,284268.6,219292.92,210521.2032,16243.92,28426.86,1820949.503
TOYOTA,SUCCEED,2020,"5,950",7518.00,"192,000","1,500",AT,PETROL,2WD,SILVER,JAPAN,992376,347331.6,267941.52,257223.8592,19847.52,34733.16,2169453.659
TOYOTA,SUCCEED,2019,"6,700",8277.00,"53,000","1,500",AT,PETROL,2WD,SILVER,JAPAN,1092564,382397.4,294992.28,283192.5888,21851.28,38239.74,2363237.289
TOYOTA,PROBOX,2021,"5,600",7164.00,"58,000","1,300",AT,PETROL,2WD,WHITE,JAPAN,945648,330976.8,255324.96,245111.9616,18912.96,33097.68,2079072.362
TOYOTA,PROBOX,2019,"4,850",6405.00,"168,000","1,320",AT,PETROL,2WD,WHITE,JAPAN,845460,295911,228274.2,219143.232,16909.2,29591.1,1885288.732
TOYOTA,PROBOX,2020,"5,260",6820.00,"120,000","1,300",AT,PETROL,2WD,WHITE,JAPAN,900240,315084,243064.8,233342.208,18004.8,31508.4,1991244.208
NISSAN,NV200VANETTE,2020,"5,100",6974.00,"260,000","1,600",AT,PETROL,2WD,WHITE,JAPAN,920568,322198.8,310691.7,248553.36,18411.36,32219.88,2102643.1
NISSAN,NV200VANETTE,2020,"5,200",7075.00,"152,000","1,600",AT,PETROL,2WD,WHITE,JAPAN,933900,326865,315191.25,252153,18678,32686.5,2129473.75
HONDA,ACTY,2018,"2,290",3713.00,"101,000",660,AT,PETROL,2WD,WHITE,JAPAN,490116,171540.6,132331.32,127038.0672,9802.32,17154.06,1197982.367
HONDA,SHUTTLE,2018,"4,190",5840.00,"159,000","1,500",AT,HYBRID(PETROL),2WD,WHITE,JAPAN,770880,269808,208137.6,199812.096,15417.6,26980.8,1741036.096
TOYOTA,COROLLA,2018,"5,780",7346.00,"198,000","1,500",AT,PETROL,2WD,WHITE,JAPAN,969672,339385.2,261811.44,251338.9824,19393.44,33938.52,2125539.582
NISSAN,XTRAIL,2021,"9,300",11341.00,"61,000","2,000",AT,PETROL,2WD,BLACK,JAPAN,1497012,523954.2,505241.55,404193.24,29940.24,52395.42,3262736.65
HONDA,VEZEL,2021,"13,900",15780.00,"64,000","1,500",AT,HYBRID(PETROL),2WD,PEARL,JAPAN,2082960,729036,562399.2,539903.232,41659.2,72903.6,4278861.232
TOYOTA,VOXY,2018,"10,330",12391.00,"111,000","2,000",AT,PETROL,2WD,BLACK,JAPAN,1635612,572464.2,552019.05,441615.24,32712.24,57246.42,3541669.15
TOYOTA,VOXY,2018,"10,650",12716.00,"65,000","2,000",AT,PETROL,2WD,PEARL,JAPAN,1678512,587479.2,566497.8,453198.24,33570.24,58747.92,3628005.4
MITSUBISHI,EK,2018,"1,790",3009.00,"114,000",660,AT,PETROL,2WD,WHITE,JAPAN,397188,139015.8,107240.76,102951.1296,7943.76,13901.58,1018241.03
TOYOTA,AQUA,2023,"6,420",7989.00,"42,000","1,500",AT,HYBRID(PETROL),2WD,BEIGE,JAPAN,1054548,369091.8,284727.96,273338.8416,21090.96,36909.18,2289706.742
TOYOTA,PASSO,2019,"3,500",4935.00,"121,000","1,000",AT,PETROL,2WD,PEARL,JAPAN,651420,227997,175883.4,168848.064,13028.4,22799.7,1509976.564
TOYOTA,PASSO,2019,"3,600",5036.00,"106,000","1,000",AT,PETROL,2WD,WHITE,JAPAN,664752,232663.2,179483.04,172303.7184,13295.04,23266.32,1535763.318
TOYOTA,PASSO,2019,"3,700",5137.00,"87,000","1,000",AT,PETROL,2WD,PEARL,JAPAN,678084,237329.4,183082.68,175759.3728,13561.68,23732.94,1561550.073
TOYOTA,AQUA,2021,"4,100",5543.00,"153,000","1,500",AT,HYBRID(PETROL),2WD,SILVER,JAPAN,731676,256086.6,197552.52,189650.4192,14633.52,25608.66,1665207.719
TOYOTA,PASSO,2019,"3,650",5086.00,"84,000","1,000",AT,PETROL,2WD,WHITE,JAPAN,671352,234973.2,181265.04,174014.4384,13427.04,23497.32,1548529.038
TOYOTA,AQUA,2021,"4,000",5442.00,"238,000","1,500",AT,HYBRID(PETROL),2WD,WHITE,JAPAN,718344,251420.4,193952.88,186194.7648,14366.88,25142.04,1639420.965
TOYOTA,AQUA,2018,"4,100",5543.00,"147,000","1,500",AT,HYBRID(PETROL),2WD,WHITE,JAPAN,731676,256086.6,197552.52,189650.4192,14633.52,25608.66,1665207.719
TOYOTA,AQUA,2018,"3,960",5402.00,"125,000","1,500",AT,HYBRID(PETROL),2WD,SILVER,JAPAN,713064,249572.4,192527.28,184826.1888,14261.28,24957.24,1629208.389
TOYOTA,AQUA,2018,"3,950",5392.00,"138,000","1,500",AT,HYBRID(PETROL),2WD,WHITE,JAPAN,711744,249110.4,192170.88,184484.0448,14234.88,24911.04,1626655.245
TOYOTA,PASSO,2018,"3,150",4581.00,"75,000","1,000",AT,PETROL,2WD,SILVER,JAPAN,604692,211642.2,163266.84,156736.1664,12093.84,21164.22,1419595.266
DAIHATSU,MIRA,2018,"1,900",3119.00,"227,000",660,AT,PETROL,2WD,WHITE,JAPAN,411708,144097.8,111161.16,106714.7136,8234.16,14409.78,1046325.614
TOYOTA,RAV4,2021,"14,800",16922.00,"57,000","2,000",AT,PETROL,2WD,BLACK,JAPAN,2233704,781796.4,753875.1,603100.08,44674.08,78179.64,4745329.3
SUZUKI,HUSTLER,2019,"3,500",4830.00,"50,000",660,AT,HYBRID(PETROL),2WD,GREEN(D),JAPAN,637560,223146,172141.2,165255.552,12751.2,22314.6,1483168.552
TOYOTA,HARRIER,2023,"15,500",17637.00,"114,000","2,000",AT,PETROL,2WD,PEARL,JAPAN,2328084,814829.4,785728.35,628582.68,46561.68,81482.94,4935269.05
SUBARU,FORESTER,2018,"7,600",9613.00,"36,000","2,000",AT,PETROL,4WD,SILVER,JAPAN,1268916,444120.6,428259.15,342607.32,25378.32,44412.06,2803693.45
MAZDA,DEMIO,2018,"3,930",5473.00,"78,000","1,300",AT,PETROL,2WD,BLUE(D),JAPAN,722436,252852.6,195057.72,187255.4112,14448.72,25285.26,1647335.711
TOYOTA,ESQUIRE,2018,"8,910",10945.00,"87,000","2,000",AT,PETROL,2WD,BLACK,JAPAN,1444740,505659,487599.75,390079.8,28894.8,50565.9,3157539.25
NISSAN,DAYZ,2019,"2,850",4177.00,"33,000",660,AT,PETROL,2WD,BLUE(L),JAPAN,551364,192977.4,148868.28,142913.5488,11027.28,19297.74,1316448.249
TOYOTA,COROLLA,2020,"7,580",9269.00,"154,000","1,800",AT,HYBRID(PETROL),2WD,GRAY,JAPAN,1223508,428227.8,412933.95,330347.16,24470.16,42822.78,2712309.85
TOYOTA,HARRIER,2021,"15,500",17638.00,"86,000","2,487",AT,HYBRID(PETROL),2WD,PEARL,JAPAN,2328216,814875.6,785772.9,628618.32,46564.32,81487.56,4935534.7
SUZUKI,ALTO,2019,"2,440",3659.00,"100,000",660,AT,PETROL,2WD,WHITE,JAPAN,482988,169045.8,130406.76,125190.4896,9659.76,16904.58,1184195.39
HONDA,FIT,2019,"5,500",7059.00,"135,000","1,500",AT,HYBRID(PETROL),2WD,SILVER,JAPAN,931788,326125.8,251582.76,241519.4496,18635.76,32612.58,2052264.35
TOYOTA,TOWNACE,2021,"5,710",7488.00,"165,000","1,500",AT,PETROL,2WD,WHITE,JAPAN,988416,345945.6,266872.32,256197.4272,19768.32,34594.56,2161794.227
TOYOTA,TOWNACE,2020,"5,200",6970.00,"235,000","1,500",AT,PETROL,2WD,WHITE,JAPAN,920040,322014,248410.8,238474.368,18400.8,32201.4,2029541.368
TOYOTA,HIACE,2019,"9,000",11148.00,"156,000","2,000",AT,PETROL,2WD,WHITE,JAPAN,1471536,515037.6,496643.4,397314.72,29430.72,51503.76,3211466.2
TOYOTA,COROLLA,2019,"5,890",7560.00,"159,000","1,500",AT,HYBRID(PETROL),2WD,WHITE,JAPAN,997920,349272,269438.4,258660.864,19958.4,34927.2,2180176.864
NISSAN,NOTE,2020,"4,040",5585.00,"47,000","1,200",AT,PETROL,2WD,GRAY,JAPAN,737220,258027,199049.4,191087.424,14744.4,25802.7,1675930.924
TOYOTA,RAV4,2020,"14,500",16618.00,"86,000","2,000",AT,PETROL,4WD,PEARL,JAPAN,2193576,767751.6,740331.9,592265.52,43871.52,76775.16,4664571.7
TOYOTA,PASSO,2020,"4,000",5440.00,"25,000","1,000",AT,PETROL,2WD,GREEN(D),JAPAN,718080,251328,193881.6,186126.336,14361.6,25132.8,1638910.336
HONDA,FIT,2021,"5,540",7101.00,"126,000","1,500",AT,HYBRID(PETROL),2WD,SILVER,JAPAN,937332,328066.2,253079.64,242956.4544,18746.64,32806.62,2062987.554
HONDA,FIT,2019,"5,700",7261.00,"71,000","1,300",AT,PETROL,2WD,GRAY,JAPAN,958452,335458.2,258782.04,248430.7584,19169.04,33545.82,2103837.858
NISSAN,XTRAIL,2019,"8,000",10026.00,"200,000","1,997",AT,PETROL,4WD,BLUE,JAPAN,1323432,463201.2,446658.3,357326.64,26468.64,46320.12,2913406.9
HONDA,VEZEL,2020,"10,400",12233.00,"126,000","1,500",AT,HYBRID(PETROL),2WD,PEARL,JAPAN,1614756,565164.6,435984.12,418544.7552,32295.12,56516.46,3373261.055
TOYOTA,ALPHARD,2020,"14,840",17205.00,"76,000","2,500",AT,PETROL,2WD,WHITE,JAPAN,2271060,794871,766482.75,613186.2,45421.2,79487.1,4820508.25
NISSAN,DAYZ,2019,"3,010",4336.00,"73,000",660,AT,PETROL,2WD,SILVER,JAPAN,572352,200323.2,154535.04,148353.6384,11447.04,20032.32,1357043.238
TOYOTA,AQUA,2020,"4,240",5685.00,"202,000","1,500",AT,HYBRID(PETROL),2WD,SILVER,JAPAN,750420,262647,202613.4,194508.864,15008.4,26264.7,1701462.364
TOYOTA,YARIS,2021,"5,200",6655.00,"76,000","1,000",AT,PETROL,2WD,PEARL,JAPAN,878460,307461,237184.2,227696.832,17569.2,30746.1,1949117.332
MITSUBISHI,ROSA,2018,"8,970",15302.00,"544,000","2,990",DUONIC,DIESEL,2WD,PINK,JAPAN,2019864,706952.4,681704.1,545363.28,40397.28,70695.24,4314976.3
SUZUKI,ALTO,2020,"2,200",3419.00,"121,000",650,AT,PETROL,2WD,WHITE,JAPAN,451308,157957.8,121853.16,116979.0336,9026.16,15795.78,1122919.934
TOYOTA,TOWNACE,2018,"4,500",6260.00,"177,000","1,500",AT,PETROL,2WD,WHITE,JAPAN,826320,289212,223106.4,214182.144,16526.4,28921.2,1848268.144
TOYOTA,TOWNACE,2022,"6,300",8086.00,"127,000","1,500",AT,PETROL,2WD,SILVER,JAPAN,1067352,373573.2,288185.04,276657.6384,21347.04,37357.32,2314472.238
TOYOTA,PROBOX,2023,"6,000",7569.00,"162,000","1,500",AT,HYBRID(PETROL),2WD,SILVER,JAPAN,999108,349687.8,269759.16,258968.7936,19982.16,34968.78,2182474.694
TOYOTA,PROBOX,2021,"5,560",7124.00,"96,000","1,320",AT,PETROL,2WD,WHITE,JAPAN,940368,329128.8,253899.36,243743.3856,18807.36,32912.88,2068859.786
TOYOTA,PROBOX,2021,"5,600",7164.00,"87,000","1,320",AT,PETROL,2WD,WHITE,JAPAN,945648,330976.8,255324.96,245111.9616,18912.96,33097.68,2079072.362
TOYOTA,PROBOX,2020,"4,800",6355.00,"284,000","1,300",AT,PETROL,2WD,WHITE,JAPAN,838860,293601,226492.2,217432.512,16777.2,29360.1,1872523.012
TOYOTA,COROLLA,2019,"6,000",7671.00,"182,000","1,500",AT,HYBRID(PETROL),2WD,SILVER,JAPAN,1012572,354400.2,273394.44,262458.6624,20251.44,35440.02,2208516.762
SUZUKI,SPACIA,2019,"2,590",3914.00,"162,000",658,AT,HYBRID(PETROL),2WD,BLACK,JAPAN,516648,180826.8,139494.96,133915.1616,10332.96,18082.68,1249300.562
TOYOTA,VOXY,2021,"12,910",15011.00,"113,000","2,000",AT,PETROL,2WD,PEARL,JAPAN,1981452,693508.2,668740.05,534992.04,39629.04,69350.82,4237672.15
TOYOTA,NOAH,2019,"12,260",14351.00,"94,000","2,000",AT,PETROL,2WD,BLACK,JAPAN,1894332,663016.2,639337.05,511469.64,37886.64,66301.62,4062343.15
TOYOTA,AQUA,2021,"4,300",5745.00,"107,000","1,500",AT,HYBRID(PETROL),2WD,WHITE,JAPAN,758340,265419,204751.8,196561.728,15166.8,26541.9,1716781.228
TOYOTA,AQUA,2021,"4,160",5604.00,"162,000","1,500",AT,HYBRID(PETROL),2WD,WHITE,JAPAN,739728,258904.8,199726.56,191737.4976,14794.56,25890.48,1680781.898
DAIHATSU,MIRA,2021,"2,860",4082.00,"82,000",660,AT,PETROL,2WD,SILVER,JAPAN,538824,188588.4,145482.48,139663.1808,10776.48,18858.84,1292193.381
DAIHATSU,MIRA,2021,"2,860",4082.00,"84,000",660,AT,PETROL,2WD,SILVER,JAPAN,538824,188588.4,145482.48,139663.1808,10776.48,18858.84,1292193.381
DAIHATSU,MIRA,2019,"2,700",3921.00,"94,000",660,AT,PETROL,2WD,SILVER,JAPAN,517572,181150.2,139744.44,134154.6624,10351.44,18115.02,1251087.762
DAIHATSU,MOVE,2019,"3,250",4578.00,"83,000",660,AT,PETROL,2WD,WHITE,JAPAN,604296,211503.6,163159.92,156633.5232,12085.92,21150.36,1418829.323
TOYOTA,HIACE,2019,"13,510",15733.00,"285,000","2,800",AT,DIESEL,2WD,WHITE,JAPAN,2076756,726864.6,700905.15,560724.12,41535.12,72686.46,4429471.45
TOYOTA,HIACE,2020,"13,510",15962.00,"63,000","2,000",AT,PETROL,2WD,SILVER,JAPAN,2106984,737444.4,711107.1,568885.68,42139.68,73744.44,4490305.3
HONDA,VEZEL,2019,"11,000",12844.00,"73,000","1,500",AT,HYBRID(PETROL),4WD,PEARL,JAPAN,1695408,593392.8,457760.16,439449.7536,33908.16,59339.28,3529258.154
TOYOTA,LAND,2023,"30,610",33133.00,"12,000","2,700",AT,PETROL,4WD,PEARL,JAPAN,4373556,1530744.6,1476075.15,1180860.12,87471.12,153074.46,9051781.45
TOYOTA,LAND,2022,"29,370",31893.00,"42,000","2,700",AT,PETROL,4WD,PEARL,JAPAN,4209876,1473456.6,1420833.15,1136666.52,84197.52,147345.66,8722375.45
TOYOTA,C-HR,2018,"9,200",10917.00,"149,000","1,800",AT,HYBRID(PETROL),2WD,SILVER,JAPAN,1441044,504365.4,486352.35,389081.88,28820.88,50436.54,3150101.05
TOYOTA,C-HR,2018,"9,200",10917.00,"162,000","1,800",AT,HYBRID(PETROL),2WD,BLACK,JAPAN,1441044,504365.4,486352.35,389081.88,28820.88,50436.54,3150101.05
TOYOTA,COROLLA,2018,"5,780",7346.00,"146,000","1,500",AT,PETROL,2WD,WHITE,JAPAN,969672,339385.2,261811.44,251338.9824,19393.44,33938.52,2125539.582
TOYOTA,RAIZE,2023,"9,200",10806.00,"117,000","1,200",AT,PETROL,2WD,BLUE,JAPAN,1426392,499237.2,385125.84,369720.8064,28527.84,49923.72,3008927.406
TOYOTA,PASSO,2021,"3,800",5238.00,"83,000","1,000",AT,PETROL,2WD,SILVER,JAPAN,691416,241995.6,186682.32,179215.0272,13828.32,24199.56,1587336.827
DAIHATSU,HIJET,2018,"2,000",3420.00,"164,000",660,MT,PETROL,4WD,SILVER,JAPAN,451440,158004,121888.8,117013.248,9028.8,15800.4,1123175.248
TOYOTA,COROLLA,2019,"7,100",8681.00,"110,000","1,500",AT,HYBRID(PETROL),2WD,WHITE,JAPAN,1145892,401062.2,309390.84,297015.2064,22917.84,40106.22,2466384.306
TOYOTA,PROBOX,2019,"5,200",6759.00,"166,000","1,500",AT,HYBRID(PETROL),2WD,WHITE,JAPAN,892188,312265.8,240890.76,231255.1296,17843.76,31226.58,1975670.03
TOYOTA,PROBOX,2019,"6,700",8277.00,"112,000","1,496",AT,PETROL,2WD,SILVER,JAPAN,1092564,382397.4,294992.28,283192.5888,21851.28,38239.74,2363237.289
NISSAN,SERENA,2019,"4,700",6673.00,"161,000","2,000",AT,PETROL,2WD,WHITE,JAPAN,880836,308292.6,297282.15,237825.72,17616.72,30829.26,2022682.45
TOYOTA,SIENTA,2019,"8,700",10410.00,"105,000","1,500",AT,HYBRID(PETROL),2WD,BROWN,JAPAN,1374120,480942,371012.4,356171.904,27482.4,48094.2,2907822.904
NISSAN,NV150,2018,"3,200",4837.00,"170,000","1,500",AT,PETROL,2WD,SILVER,JAPAN,638484,223469.4,172390.68,165495.0528,12769.68,22346.94,1484955.753
TOYOTA,COROLLA,2019,"6,750",8327.00,"86,000","1,500",AT,HYBRID(PETROL),2WD,WHITE,JAPAN,1099164,384707.4,296774.28,284903.3088,21983.28,38470.74,2376003.009
TOYOTA,COROLLA,2019,"5,800",7469.00,"236,000","1,500",AT,HYBRID(PETROL),2WD,SILVER,JAPAN,985908,345067.8,266195.16,255547.3536,19718.16,34506.78,2156943.254
TOYOTA,COROLLA,2019,"5,850",7519.00,"160,000","1,500",AT,HYBRID(PETROL),2WD,WHITE,JAPAN,992508,347377.8,267977.16,257258.0736,19850.16,34737.78,2169708.974
DAIHATSU,MIRA,2021,"2,860",4082.00,"59,000",660,AT,PETROL,2WD,BLUE(L),JAPAN,538824,188588.4,145482.48,139663.1808,10776.48,18858.84,1292193.381
TOYOTA,AQUA,2021,"4,020",5462.00,"205,000","1,500",AT,HYBRID(PETROL),2WD,SILVER,JAPAN,720984,252344.4,194665.68,186879.0528,14419.68,25234.44,1644527.253
NISSAN,XTRAIL,2021,"9,680",11731.00,"94,000","1,990",AT,PETROL,4WD,BLACK,JAPAN,1548492,541972.2,522616.05,418092.84,30969.84,54197.22,3366340.15
TOYOTA,HIACE,2018,"10,000",12165.00,"226,000","2,800",AT,DIESEL,2WD,WHITE,JAPAN,1605780,562023,541950.75,433560.6,32115.6,56202.3,3481632.25
TOYOTA,CROWN,2021,"14,910",16811.00,"100,000","2,500",AT,HYBRID(PETROL),2WD,SILVER,JAPAN,2219052,776668.2,748930.05,599144.04,44381.04,77666.82,4715842.15
NISSAN,XTRAIL,2018,"8,100",10123.00,"118,000","2,000",AT,PETROL,2WD,PEARL,JAPAN,1336236,467682.6,450979.65,360783.72,26724.72,46768.26,2939174.95
NISSAN,XTRAIL,2018,"8,200",10224.00,"77,000","2,000",AT,PETROL,2WD,BLACK,JAPAN,1349568,472348.8,455479.2,364383.36,26991.36,47234.88,2966005.6
NISSAN,XTRAIL,2018,"7,030",9040.00,"76,000","2,000",AT,PETROL,2WD,BLACK,JAPAN,1193280,417648,402732,322185.6,23865.6,41764.8,2651476
HONDA,VEZEL,2020,"12,800",14667.00,"41,000","1,500",AT,PETROL,2WD,RED,JAPAN,1936044,677615.4,522731.88,501822.6048,38720.88,67761.54,3994696.305
MERCEDES,GLA,2019,"14,800",16586.00,"36,000","1,990",AT,PETROL,4WD,BLACK,JAPAN,2189352,766273.2,738906.3,591125.04,43787.04,76627.32,4656070.9
DAIHATSU,MIRA,2021,"2,860",4082.00,"82,000",660,AT,PETROL,2WD,BLACK,JAPAN,538824,188588.4,145482.48,139663.1808,10776.48,18858.84,1292193.381
